ID,NombreEmpleado,Departamento,Cargo,SalarioBase,HorasExtra,OtrosPagos,Beneficios,SalarioTotal,SalarioTotalConBeneficios,Año,Notas,Oficina,TipoContrato,Sexo
39917,Sofia Patricia Rodriguez Perez,Tecnologia (Tech),Analista de Datos,1174,829,77,294,2080,2374,2025,,Planta Industrial,,femenino
39918,Carlos Rafael Martinez Herrera,Operaciones (Supply),Maestro Cervecero,1145,470,240,1122,1855,2977,2025,,Centros de Distribucion,Part-Time,masculino
39919,Julio Sergio Morales Rodriguez,Sostenibilidad,Coordinador de Agro,1096,652,292,1025,2040,3065,2025,,Planta Industrial (Matriz),,masculino
39920,Jose Jose Sanchez Rodriguez,Sostenibilidad,Coordinador de Agro,1047,1321,325,340,2693,3033,2025,,Oficinas Administrativas,Part-Time,masculino
39921,Ricardo Hugo Gonzalez Ortega,Marketing,Brand Manager,1196,1459,323,709,2978,3687,2025,,Centros de Distribucion,Full-Time,masculino
39922,Carmen Daniela Delgado Suarez,Logistica,Gestor de Flota,1004,820,886,1026,2710,3736,2025,,Planta Industrial,Full-Time,femenino
39923,Rosa Sofia Diaz Herrera,Marketing,Trade Marketing,850,1481,2,345,2333,2678,2025,,Centros de Distribucion,Part-Time,femenino
39924,Victor Eduardo Sanchez Ortega,Operaciones (Supply),Operador de Envasado,894,804,891,615,2589,3204,2025,,Oficinas Administrativas,Full-Time,masculino
39925,Natalia Claudia Diaz Suarez,Sostenibilidad,Coordinador de Agro,899,215,118,1416,1232,2648,2025,,Oficinas Administrativas,,femenino
39926,Carlos Juan Castro Ortega,People (RRHH),Business Partner,1263,462,103,376,1828,2204,2025,,Centros de Distribucion,Part-Time,masculino
39927,Hugo Victor Lopez Rojas,Comercial / Ventas,Preventista (BEES),1133,605,328,482,2066,2548,2025,,Planta Industrial (Matriz),Part-Time,masculino
39928,Elena Valentina Gonzalez Rojas,Sostenibilidad,Coordinador de Agro,1175,634,529,449,2338,2787,2025,,Oficinas Administrativas,,femenino
39929,Veronica Maria Martinez Ortega,Marketing,Trade Marketing,983,857,155,1125,1995,3120,2025,,Planta Industrial (Matriz),Part-Time,femenino
39930,Ricardo Eduardo Ortega Rodriguez,People (RRHH),Business Partner,1275,464,156,1028,1895,2923,2025,,Planta Industrial (Matriz),Full-Time,masculino
39931,Silvia Laura Sanchez Delgado,Marketing,Trade Marketing,1189,687,208,1098,2084,3182,2025,,Oficinas Administrativas,,femenino
39932,Sofia Sofia Sanchez Sanchez,People (RRHH),Business Partner,1388,559,699,726,2646,3372,2025,,Planta Industrial,Full-Time,femenino
39933,Camila Carmen Herrera Morales,Marketing,Trade Marketing,1097,1029,713,1090,2839,3929,2025,,Planta Industrial,,femenino
39934,Rafael Jorge Martinez Suarez,Logistica,Gestor de Flota,1049,974,202,979,2225,3204,2025,,Planta Industrial (Matriz),Full-Time,masculino
39935,Fernando Fernando Rojas Rodriguez,Logistica,Planificador de Demanda,1294,884,444,687,2622,3309,2025,,Centros de Distribucion,Full-Time,masculino
39936,Raul Eduardo Rojas Ortega,People (RRHH),Reclutador (Trainee),972,1087,385,999,2444,3443,2025,,Centros de Distribucion,Full-Time,masculino
39937,Natalia Valentina Sanchez Rojas,Logistica,Planificador de Demanda,1362,1055,991,1161,3408,4569,2025,,Oficina Regional,,femenino
39938,Monica Veronica Sanchez Perez,Logistica,Gestor de Flota,1272,181,773,524,2226,2750,2025,,Centros de Distribucion,,femenino
39939,Camila Elena Vargas Vargas,Logistica,Gestor de Flota,1059,1032,638,999,2729,3728,2025,,Oficinas Administrativas,,femenino
39940,Raul Victor Diaz Suarez,Comercial / Ventas,Key Account Manager,940,448,377,1499,1765,3264,2025,,Planta Industrial (Matriz),Part-Time,masculino
39941,Juan Fernando Ramirez Suarez,Marketing,Trade Marketing,1191,436,114,639,1741,2380,2025,,Planta Industrial,Full-Time,masculino
39942,Daniela Rosa Herrera Rojas,Comercial / Ventas,Preventista (BEES),1028,795,963,892,2786,3678,2025,,Oficina Regional,,femenino
39943,Gabriela Camila Rojas Ortega,Logistica,Planificador de Demanda,1285,167,688,494,2140,2634,2025,,Planta Industrial,Full-Time,femenino
39944,Jorge Hugo Castro Rodriguez,Operaciones (Supply),Analista de Calidad,964,332,127,306,1423,1729,2025,,Planta Industrial (Matriz),,masculino
39945,Luis Alberto Rojas Castro,Comercial / Ventas,Preventista (BEES),847,497,221,1422,1565,2987,2025,,Planta Industrial (Matriz),Part-Time,masculino
39946,Ana Rosa Mendoza Castro,People (RRHH),Business Partner,813,779,21,984,1613,2597,2025,,Oficina Regional,Part-Time,femenino
39947,Sofia Claudia Vargas Torres,Finanzas,Controller Financiero,1180,594,3,897,1777,2674,2025,,Planta Industrial,,femenino
39948,Jorge Carlos Perez Rojas,Marketing,Brand Manager,1181,984,412,473,2577,3050,2025,,Oficinas Administrativas,Full-Time,masculino
39949,Jose Fernando Sanchez Castro,Tecnologia (Tech),Analista de Datos,1082,481,242,625,1805,2430,2025,,Planta Industrial (Matriz),Part-Time,masculino
39950,Rosa Camila Torres Ramirez,Sostenibilidad,Coordinador de Agro,1034,959,41,1488,2034,3522,2025,,Planta Industrial (Matriz),,femenino
39951,Maria Silvia Torres Delgado,Logistica,Gestor de Flota,973,583,548,1423,2104,3527,2025,,Planta Industrial,Full-Time,femenino
39952,Daniela Claudia Ortega Herrera,Comercial / Ventas,Key Account Manager,1112,1473,511,893,3096,3989,2025,,Planta Industrial (Matriz),Full-Time,femenino
39953,Silvia Sofia Herrera Vargas,Logistica,Planificador de Demanda,972,1325,667,647,2964,3611,2025,,Planta Industrial,Full-Time,femenino
39954,Victor Diego Garcia Sanchez,People (RRHH),Business Partner,1377,1401,960,1476,3738,5214,2025,,Oficina Regional,Part-Time,masculino
39955,Jose Pedro Delgado Sanchez,Comercial / Ventas,Preventista (BEES),1341,823,893,1009,3057,4066,2025,,Planta Industrial,Full-Time,masculino
39956,Julio Hugo Delgado Rodriguez,People (RRHH),Business Partner,914,821,683,714,2418,3132,2025,,Oficina Regional,,masculino
39957,Valentina Valentina Flores Suarez,Marketing,Trade Marketing,834,651,995,1028,2480,3508,2025,,Planta Industrial,,femenino
39958,Victor Julio Rodriguez Flores,Operaciones (Supply),Maestro Cervecero,1110,466,492,205,2068,2273,2025,,Planta Industrial (Matriz),Part-Time,masculino
39959,Valentina Claudia Perez Herrera,Comercial / Ventas,Preventista (BEES),1137,1378,842,313,3357,3670,2025,,Planta Industrial (Matriz),Full-Time,femenino
39960,Sergio Rafael Martinez Rodriguez,Operaciones (Supply),Analista de Calidad,1114,759,348,995,2221,3216,2025,,Planta Industrial,Full-Time,masculino
39961,Laura Daniela Mendoza Diaz,Comercial / Ventas,Preventista (BEES),1356,383,353,880,2092,2972,2025,,Planta Industrial,Full-Time,femenino
39962,Raul Luis Castro Vargas,Comercial / Ventas,Key Account Manager,1080,684,978,1063,2742,3805,2025,,Oficina Regional,,masculino
39963,Carmen Lucia Perez Delgado,Sostenibilidad,Coordinador de Agro,937,1016,942,967,2895,3862,2025,,Planta Industrial (Matriz),,femenino
39964,Raul Fernando Mendoza Ortega,Tecnologia (Tech),Analista de Datos,1359,310,843,1062,2512,3574,2025,,Oficina Regional,Part-Time,masculino
39965,Jorge Sergio Lopez Delgado,Tecnologia (Tech),Analista de Datos,1209,142,677,1095,2028,3123,2025,,Planta Industrial,,masculino
39966,Fernando Jose Castro Rojas,Finanzas,Controller Financiero,903,1432,43,612,2378,2990,2025,,Planta Industrial (Matriz),Full-Time,masculino
39967,Valentina Daniela Mendoza Herrera,Marketing,Brand Manager,1289,1017,452,1282,2758,4040,2025,,Oficina Regional,Part-Time,femenino
39968,Camila Lucia Torres Sanchez,Finanzas,Controller Financiero,1399,135,149,597,1683,2280,2025,,Oficinas Administrativas,Full-Time,femenino
39969,Silvia Claudia Delgado Delgado,Tecnologia (Tech),Analista de Datos,819,752,128,945,1699,2644,2025,,Centros de Distribucion,,femenino
39970,Carlos Diego Lopez Martinez,Operaciones (Supply),Maestro Cervecero,873,1390,862,772,3125,3897,2025,,Centros de Distribucion,,masculino
39971,Rafael Victor Sanchez Rodriguez,Sostenibilidad,Coordinador de Agro,1168,308,822,278,2298,2576,2025,,Centros de Distribucion,Full-Time,masculino
39972,Pedro Ricardo Rodriguez Martinez,Comercial / Ventas,Preventista (BEES),2071,1090,497,910,3658,4568,2025,,Oficina Regional,Full-Time,masculino
39973,Luis Hugo Suarez Sanchez,Marketing,Trade Marketing,2641,473,589,214,3703,3917,2025,,Planta Industrial (Matriz),,masculino
39974,Daniela Andrea Torres Perez,Finanzas,Controller Financiero,2788,116,325,375,3229,3604,2025,,Oficinas Administrativas,Full-Time,femenino
39975,Jose Victor Delgado Ramirez,Operaciones (Supply),Analista de Calidad,3306,893,814,1216,5013,6229,2025,,Planta Industrial (Matriz),Part-Time,masculino
39976,Alberto Carlos Mendoza Rojas,Operaciones (Supply),Analista de Calidad,2432,315,925,1328,3672,5000,2025,,Centros de Distribucion,Full-Time,masculino
39977,Natalia Lucia Garcia Herrera,Operaciones (Supply),Maestro Cervecero,2096,713,822,400,3631,4031,2025,,Oficinas Administrativas,Part-Time,femenino
39978,Lucia Sofia Diaz Vargas,Comercial / Ventas,Key Account Manager,3295,1440,790,965,5525,6490,2025,,Oficina Regional,Full-Time,femenino
39979,Natalia Claudia Mendoza Mendoza,Operaciones (Supply),Operador de Envasado,3076,723,563,1240,4362,5602,2025,,Oficina Regional,Full-Time,femenino
39980,Silvia Gabriela Rodriguez Martinez,Tecnologia (Tech),Analista de Datos,3137,1208,879,778,5224,6002,2025,,Planta Industrial,,femenino
39981,Sergio Victor Ortega Rodriguez,People (RRHH),Business Partner,2076,1182,78,362,3336,3698,2025,,Planta Industrial (Matriz),,masculino
39982,Sergio Eduardo Vargas Castro,Finanzas,Controller Financiero,2945,842,45,760,3832,4592,2025,,Oficina Regional,Part-Time,masculino
39983,Monica Paula Perez Rojas,Operaciones (Supply),Operador de Envasado,2091,361,781,1325,3233,4558,2025,,Planta Industrial,Full-Time,femenino
39984,Hugo Pedro Garcia Perez,Operaciones (Supply),Operador de Envasado,2867,753,735,340,4355,4695,2025,,Planta Industrial (Matriz),,masculino
39985,Diego Luis Morales Martinez,Sostenibilidad,Coordinador de Agro,2659,744,722,1370,4125,5495,2025,,Centros de Distribucion,Full-Time,masculino
39986,Julio Eduardo Morales Lopez,Operaciones (Supply),Analista de Calidad,1345,905,342,341,2592,2933,2025,,Oficina Regional,,masculino
39987,Patricia Valentina Rojas Vargas,Sostenibilidad,Coordinador de Agro,1477,762,768,682,3007,3689,2025,,Oficina Regional,Part-Time,femenino
39988,Eduardo Miguel Vargas Flores,People (RRHH),Business Partner,1402,154,332,847,1888,2735,2025,,Centros de Distribucion,,masculino
39989,Lucia Valentina Delgado Ramirez,People (RRHH),Reclutador (Trainee),963,692,800,949,2455,3404,2025,,Planta Industrial (Matriz),Part-Time,femenino
39990,Rafael Alberto Lopez Garcia,Tecnologia (Tech),Analista de Datos,1385,197,284,548,1866,2414,2025,,Oficinas Administrativas,,masculino
39991,Andrea Silvia Ramirez Mendoza,Logistica,Gestor de Flota,1084,1326,653,1150,3063,4213,2025,,Centros de Distribucion,Part-Time,femenino
39992,Diego Sergio Martinez Rodriguez,Comercial / Ventas,Key Account Manager,1054,180,419,1023,1653,2676,2025,,Planta Industrial,Part-Time,masculino
39993,Natalia Valentina Mendoza Sanchez,Logistica,Gestor de Flota,1152,1346,850,1254,3348,4602,2025,,Planta Industrial (Matriz),Full-Time,femenino
39994,Gabriela Carmen Suarez Vargas,Marketing,Trade Marketing,917,506,276,1434,1699,3133,2025,,Oficinas Administrativas,Full-Time,femenino
39995,Sergio Alberto Ramirez Vargas,Comercial / Ventas,Preventista (BEES),1358,202,424,1493,1984,3477,2025,,Centros de Distribucion,Full-Time,masculino
39996,Claudia Laura Rojas Gonzalez,Comercial / Ventas,Key Account Manager,1003,658,81,529,1742,2271,2025,,Centros de Distribucion,,femenino
39997,Hugo Pedro Delgado Gonzalez,Marketing,Trade Marketing,1298,130,706,948,2134,3082,2025,,Centros de Distribucion,Part-Time,masculino
39998,Miguel Andres Morales Herrera,Marketing,Trade Marketing,1257,997,62,1009,2316,3325,2025,,Oficina Regional,Part-Time,masculino
39999,Natalia Rosa Delgado Sanchez,People (RRHH),Reclutador (Trainee),1391,183,610,359,2184,2543,2025,,Centros de Distribucion,Part-Time,femenino
40000,Sofia Laura Mendoza Flores,Finanzas,Controller Financiero,992,385,949,1446,2326,3772,2025,,Oficinas Administrativas,Part-Time,femenino
40001,Rafael Rafael Lopez Delgado,Comercial / Ventas,Key Account Manager,1368,1311,824,995,3503,4498,2025,,Oficinas Administrativas,Part-Time,masculino
40002,Camila Maria Rojas Herrera,Marketing,Trade Marketing,968,855,553,1493,2376,3869,2025,,Oficina Regional,,femenino
40003,Valentina Camila Rojas Diaz,Operaciones (Supply),Maestro Cervecero,1050,810,377,893,2237,3130,2025,,Oficinas Administrativas,,femenino
40004,Maria Ana Gonzalez Sanchez,Operaciones (Supply),Analista de Calidad,1270,1085,82,371,2437,2808,2025,,Planta Industrial,Part-Time,femenino
40005,Carlos Jorge Castro Ortega,Logistica,Planificador de Demanda,1146,1203,753,274,3102,3376,2025,,Planta Industrial (Matriz),Full-Time,masculino
40006,Lucia Camila Rojas Morales,Tecnologia (Tech),Analista de Datos,1404,1159,496,280,3059,3339,2025,,Planta Industrial (Matriz),Full-Time,femenino
40007,Paula Ana Ortega Herrera,Tecnologia (Tech),Analista de Datos,1171,894,464,564,2529,3093,2025,,Planta Industrial (Matriz),,femenino
40008,Diego Victor Flores Perez,Tecnologia (Tech),Analista de Datos,1166,1160,825,522,3151,3673,2025,,Planta Industrial,Full-Time,masculino
40009,Monica Camila Torres Suarez,People (RRHH),Reclutador (Trainee),920,1467,124,552,2511,3063,2025,,Oficinas Administrativas,Full-Time,femenino
40010,Andres Juan Vargas Vargas,Tecnologia (Tech),Analista de Datos,1451,877,216,1351,2544,3895,2025,,Centros de Distribucion,Part-Time,masculino
40011,Patricia Paula Rodriguez Rodriguez,People (RRHH),Business Partner,1369,455,792,939,2616,3555,2025,,Planta Industrial (Matriz),Full-Time,femenino
40012,Carlos Carlos Morales Herrera,Comercial / Ventas,Preventista (BEES),1106,1476,616,936,3198,4134,2025,,Planta Industrial (Matriz),Part-Time,masculino
40013,Lucia Silvia Ortega Ramirez,People (RRHH),Reclutador (Trainee),1475,134,913,1063,2522,3585,2025,,Planta Industrial (Matriz),,femenino
40014,Rafael Hugo Gonzalez Perez,Comercial / Ventas,Preventista (BEES),1302,812,301,436,2415,2851,2025,,Planta Industrial (Matriz),Part-Time,masculino
40015,Silvia Sofia Suarez Martinez,Comercial / Ventas,Key Account Manager,1486,749,879,444,3114,3558,2025,,Planta Industrial,Part-Time,femenino
40016,Camila Gabriela Lopez Delgado,Marketing,Trade Marketing,910,1180,642,949,2732,3681,2025,,Planta Industrial,Part-Time,femenino
40017,Ricardo Jorge Rojas Ramirez,Operaciones (Supply),Maestro Cervecero,1480,775,718,1291,2973,4264,2025,,Planta Industrial (Matriz),,masculino
40018,Gabriela Carmen Vargas Garcia,Finanzas,Controller Financiero,1300,499,561,501,2360,2861,2025,,Centros de Distribucion,Part-Time,femenino
40019,Julio Ricardo Gonzalez Sanchez,Operaciones (Supply),Operador de Envasado,1402,1186,646,457,3234,3691,2025,,Planta Industrial (Matriz),Part-Time,masculino
40020,Ricardo Pedro Garcia Vargas,Marketing,Brand Manager,1480,1030,595,665,3105,3770,2025,,Oficina Regional,Full-Time,masculino
40021,Julio Carlos Ortega Delgado,People (RRHH),Reclutador (Trainee),1078,1064,300,802,2442,3244,2025,,Oficina Regional,Full-Time,masculino
40022,Jose Carlos Delgado Flores,Marketing,Brand Manager,1127,1006,869,205,3002,3207,2025,,Planta Industrial,,masculino
40023,Elena Patricia Castro Castro,Logistica,Gestor de Flota,1236,104,392,1261,1732,2993,2025,,Planta Industrial (Matriz),Full-Time,femenino
40024,Rafael Fernando Diaz Vargas,Logistica,Gestor de Flota,1418,1389,453,828,3260,4088,2025,,Planta Industrial,Full-Time,masculino
40025,Alberto Hugo Torres Suarez,Comercial / Ventas,Key Account Manager,922,595,44,278,1561,1839,2025,,Oficinas Administrativas,Part-Time,masculino
40026,Claudia Ana Suarez Lopez,Operaciones (Supply),Maestro Cervecero,1441,1114,547,1438,3102,4540,2025,,Planta Industrial (Matriz),Full-Time,femenino
40027,Miguel Diego Sanchez Martinez,Operaciones (Supply),Operador de Envasado,1097,1108,106,1242,2311,3553,2025,,Planta Industrial,,masculino
40028,Ana Patricia Garcia Ramirez,Comercial / Ventas,Preventista (BEES),1205,544,13,1252,1762,3014,2025,,Oficinas Administrativas,Part-Time,femenino
40029,Jose Miguel Morales Torres,Comercial / Ventas,Key Account Manager,1251,104,506,1380,1861,3241,2025,,Centros de Distribucion,Full-Time,masculino
40030,Mario Rafael Vargas Herrera,Sostenibilidad,Coordinador de Agro,1494,1340,635,1366,3469,4835,2025,,Planta Industrial (Matriz),,masculino
40031,Juan Eduardo Herrera Diaz,Logistica,Gestor de Flota,939,1065,48,480,2052,2532,2025,,Planta Industrial,Part-Time,masculino
40032,Juan Hugo Garcia Mendoza,People (RRHH),Reclutador (Trainee),909,913,795,1367,2617,3984,2025,,Planta Industrial (Matriz),Part-Time,masculino
40033,Lucia Patricia Ortega Diaz,Logistica,Gestor de Flota,1060,1093,977,591,3130,3721,2025,,Centros de Distribucion,Full-Time,femenino
40034,Claudia Ana Ortega Suarez,Logistica,Gestor de Flota,1247,280,908,277,2435,2712,2025,,Oficina Regional,Full-Time,femenino
40035,Carlos Eduardo Herrera Castro,Logistica,Planificador de Demanda,1057,1152,61,1286,2270,3556,2025,,Oficina Regional,,masculino
40036,Daniela Veronica Martinez Lopez,Marketing,Trade Marketing,1138,1052,56,672,2246,2918,2025,,Planta Industrial (Matriz),Part-Time,femenino
40037,Sergio Eduardo Flores Delgado,People (RRHH),Business Partner,1207,1148,376,791,2731,3522,2025,,Centros de Distribucion,,masculino
40038,Eduardo Luis Delgado Castro,People (RRHH),Reclutador (Trainee),1057,603,511,305,2171,2476,2025,,Oficinas Administrativas,,masculino
40039,Juan Mario Castro Delgado,Operaciones (Supply),Analista de Calidad,1425,1153,257,242,2835,3077,2025,,Planta Industrial (Matriz),,masculino
40040,Veronica Elena Rodriguez Flores,People (RRHH),Business Partner,1284,688,228,1081,2200,3281,2025,,Planta Industrial (Matriz),Part-Time,femenino
40041,Pedro Mario Perez Diaz,People (RRHH),Business Partner,1380,488,17,1001,1885,2886,2025,,Centros de Distribucion,,masculino
40042,Victor Ricardo Ortega Martinez,Comercial / Ventas,Preventista (BEES),1208,983,591,309,2782,3091,2025,,Oficina Regional,Part-Time,masculino
40043,Alberto Fernando Torres Mendoza,Tecnologia (Tech),Analista de Datos,1071,1150,668,697,2889,3586,2025,,Oficina Regional,,masculino
40044,Luis Juan Ortega Vargas,Logistica,Planificador de Demanda,1389,483,645,1475,2517,3992,2025,,Oficinas Administrativas,,masculino
40045,Gabriela Patricia Perez Torres,Comercial / Ventas,Key Account Manager,1002,413,953,1468,2368,3836,2025,,Oficinas Administrativas,Full-Time,femenino
40046,Paula Lucia Martinez Castro,Finanzas,Controller Financiero,1416,1445,277,1473,3138,4611,2025,,Oficinas Administrativas,,femenino
